id,adult,overview,popularity,poster_path,name,vote_average,genre_ids,vote_count
12433,False,"Ein Fall für zwei is a German television series, which premiered on September 11, 1981 on ZDF. The series, located in Frankfurt am Main, features two main characters who solve crimes: a defense attorney and a private investigator. Josef Matula, a former German police officer, has gone into private business. His method of investigation is very effective and direct, and he sometimes even resorts to dirty tricks. Claus Theo Gärtner has portrayed the role since the start of the series.",97.7815,/7cztFGBj6xmJLS39UlhRDRWoEAq.jpg,A Case For Two,5.2,"[18, 80]",14
2674,False,"Neighbours is an Australian television soap opera.  The show's storylines concern the domestic and professional lives of the people who live and work in Erinsborough, a fictional suburb of Melbourne, Victoria. The series primarily centres around the residents of Ramsay Street, a short cul-de-sac, and its neighbouring areas, the Lassiters complex, which includes a bar, hotel, cafe, news office and park. Neighbours began with three families created by Watson – the Ramsays, the Robinsons and the Clarkes. Watson said that he wanted to show three families who are friends living in a small street. The Robinsons and the Ramsays had a long history and were involved in an ongoing rivalry.",112.9543,/bXY78bQsKCIiD17Sr6yO4wLIXqS.jpg,Neighbours,6.0,"[10766, 18, 10751, 35]",55
78648,False,"A group of hungry celebrities listen to poppin’ tunes, from recent hits to all-time-favorites, to correctly dictate a part of the lyrics.

The songs may sound familiar, but the part they must dictate are unclear to the naked ear, as the lyrics are slurred, muffled by strong beats, etc.

If they get the lyrics right, they get to share exquisite regional dishes. But if they get them wrong, a professional eater gobbles it up instead.",117.8786,/nEwybsfZBSPjcZamPpKDTaTI5g.jpg,Amazing Saturday,7.333,"[35, 10764]",9
59427,False,"The further adventures of the Marvel Universe's mightiest general membership superhero team. With an all-star roster consisting of Iron Man, Captain America, Thor, Hulk, Hawkeye, Falcon and, occasionally--when she feels like it and only when she feels like it--Black Widow, the Avengers are a team in the truest sense. The Avengers save the world from the biggest threats imaginable--threats no single super hero could withstand.",100.0544,/aVYPq7FSvsdNQOXVIFnndXJPCXn.jpg,Marvel's Avengers,7.569,"[10759, 16, 10765]",654
100342,False,World Wrestling Entertainment's The Bump.,103.8287,/m3PvsLqsc7PfcN19R3VJcFl5gYh.jpg,WWE The Bump,5.4,[10767],5
10126,False,"The wildest teenager south of the Equator, Taz lives to party. With his insatiable appetite, he tends to eat everything in sight. The oldest child in a family of five, Taz works at a rather bizarre coastal resort, the Hotel Tasmania, as a bellhop, busboy to earn party money.",55.4174,/ozqJKBZq3k7BjyAwv2A7V1Zv6Ba.jpg,Taz-Mania,7.006,"[10751, 16, 35]",236
656,False,"With the help of his friend “The Man in the Yellow Hat,” a curious little monkey named George sets out on adventures to learn about the world around him.",87.5026,/AWQF9ZP7X5GqGUoXnyj1NSQjKo.jpg,Curious George,7.134,"[16, 10751, 10762]",116
35610,False,"Kagome Higurashi is a modern day young girl who lives with her family by the old Higure shrine. Unbeknownst to Kagome, she is the reincarnation of priestess Kikyo and posseses the ""Jewel of Four Souls"" (the Shikon jewel). One ill-fated day, Kagome locates an ancient well near her home and is abruptly transported through the well and into a feudal Japan, inhabited by demons. There, she encounters Inuyasha, son of a powerful demon father and a human mother, who is pinned to a tree by an enchanted arrow.",118.2748,/jgvW9n0EwKtq9nbztWhyTvvoqjS.jpg,InuYasha,8.582,"[16, 10765, 10759, 35, 9648]",2019
2221,False,"ABC Daytime's morning chatfest, currently featuring Whoopi Goldberg, Joy Behar, Sunny Hostin, Sara Haines, Alyssa Farah Griffin, and Ana Navarro discussing the most exciting events of the day. Hot topics in the news, the best experts in their field, celebrity interviews and general entertainment are all part of The View.",112.7283,/zn5ZtKXYo8XOoXUgtQxw7q2CjVt.jpg,The View,4.5,[10767],99
53411,False,,114.0234,/l0LooMApU3L78y601FGTPlpXft1.jpg,Krásný ztráty,5.7,[10767],3
5662,False,"The Newlywed Game is an American television dating game show that pits newly married couples against each other in a series of revealing question rounds to determine how well the spouses know or do not know each other. The program, originally created by Robert ""Nick"" Nicholson and E. Roger Muir and produced by Chuck Barris, has appeared in many different versions since its 1966 debut. The show became famous for some of the arguments that couples had over incorrect answers in the form of mistaken predictions, and it even led to some divorces.

Many of The Newlywed Game's questions dealt with ""making whoopee"", the euphemism that producers used for sexual intercourse to circumvent network censorship. However, it became such a catchphrase of the show that its founding host, Bob Eubanks, continued to use the word throughout the show's many runs, even in the 1980s and 1990s episodes and beyond, when he could easily have said ""make love"" or ""have sex"" without censorship.

GSN's version of The Newlywed Game airs reruns throughout the week. Network Bounce TV has acquired the reruns from GSN.

In 2013, TV Guide ranked it #10 in its list of the 60 greatest game shows ever.",89.1731,/okPYU0XGquBA3cpcnBBqDF5q8Oc.jpg,The Newlywed Game,4.333,[],6
37652,False,A Mexican telenovela based on the Argentinean telenovela Los Roldán.,74.8258,/961PI1431tK8p5Lv8oZXQY9MFg6.jpg,Una familia con suerte,7.6,"[35, 18, 10751]",151
65264,False,"After their mother's suspicious death, three siblings inherit a vast estate. As they investigate the mystery with their staff, greed and pride threaten to divide them. Yet, love may be the key to bringing the family back together.",85.8962,/wY7ZUkKHEVfuOInyLziNsN7FWn7.jpg,The Rich Do Not Ask for Permission,5.2,"[18, 10766]",2
40143,False,"Asakura Yoh is a shaman, a person who communicates with ghosts. He enters the Shaman Fight, for whoever wins the tournament gets to commune with the Great Spirit, God... that and his fiance Anna wants to be the wife of the Shaman King. Helping him are his friends Manta, Horo Horo, Ryu, and his samurai ghost partner, Amidamaru.",126.8038,/bDJLF92frEmKSr1OlCZN5P1kx6W.jpg,Shaman King,8.546,"[16, 10759, 10765]",417
42912,False,"Mamoru Endou is a cheerful goalkeeper in Raimon Jr High, with six other players in the team. But there was a day when the team was almost lead to disbandment by Natsumi unless they are able to win the match against the Teikoku Gakuen, currently the best team in Japan. He tried to save the club by gathering four more players to join the team.",82.0024,/9kQWvBMPWz1gykKLXuX6JBjC9uQ.jpg,Inazuma Eleven,8.0,"[16, 10765]",276
422,False,"Live & Kicking was a BBC Saturday morning children's magazine programme, running from 1993 to 2001. The fourth in a succession of Saturday morning shows, it was the replacement for Going Live!, and took many of its features from it, such as phone-ins, games, comedy, competitions and the showing of cartoons. Once Live & Kicking had become established in series two, it reached its height in popularity during series four, when it was presented by Zoë Ball and Jamie Theakston; their final episode won a BAFTA award. After this the series ratings dropped with the launch of SMTV Live on ITV and was eventually cancelled in 2001.",123.2143,/s7W5b3kBgcWBiNbU36NnxQWSwyO.jpg,Live & Kicking,5.3,[],6
18352,False,"Your favorite lazy, fat cat is at it again. Garfield, Odie, Jon and the rest of the gang are back for more funny misadventures. Whether he's scarfing down lasagna or tricking Nermal the kitten, Garfield is guaranteed to crack you up. But remember: He hates Mondays!",151.1337,/jBAXfUHvVTBCsCwP1xNG6B3bZ0d.jpg,The Garfield Show,6.214,"[16, 35, 10762]",98
233039,False,,218.391,/6juWnjgmx8Dpx3pPc2vVAIc8rAo.jpg,L'Académie des 9,0.0,[],0
38693,False,"When the fate of their world, Ninjago, is challenged by great threats, it's up to the ninja: Kai, Jay, Cole, Zane, Lloyd and Nya to save the world.",98.6492,/fqb9X4th2p2voefRLqdv1xoZQmC.jpg,Ninjago: Masters of Spinjitzu,7.923,"[16, 10759, 10765, 35]",737
46392,False,"A mysterious organization is interested in fledging duelist Shobu Kirifuda's ability to bring Duel Master creatures to life. With the support of his friends, Shobu duels with passion, discipline, and heart as he strives to be like his father and become the next Kaijudo master.",88.4885,/t5ijeKzOukACRktUfbjuMIlqwfr.jpg,Duel Masters,5.8,"[10759, 16, 10765, 10762]",16
118956,False,"After encounters with a dragon and a princess on her own mission, a Dragon Knight becomes embroiled in events larger than he could have ever imagined.",102.0542,/6Qwwam0TQEMQmFMagjtLmcQHJYs.jpg,DOTA: Dragon's Blood,7.8,"[10765, 10759, 16]",430
81425,False,"Armed with technological gear, great ideas and an unfailing sense of humour, Talking Tom and his friends are on a mission to reach stardom at all costs.",132.1891,/u6We7ht3z8bSIaUF8P7DEwopOPi.jpg,Talking Tom and Friends,7.1,"[16, 35, 10762]",15
62,False,"Each Challenge pits numerous cast members from past seasons of reality shows against each other, dividing them into two separate teams according to different criteria, such as gender, which show they first appeared on, whether or not they're veterans or rookies on the show, etc. The two teams compete in numerous missions in order to win prizes and advance in the overall game.",79.4283,/gHglz5TlLvHyP4Y680ofcoM8uFc.jpg,The Challenge,7.3,[10764],67
50913,False,"Stauros, a brilliant student, has taken a scholarship to a college. He meets a beautiful girl there, Fay, and falls in love with her, but her ex-boyfriend Aris makes trouble for him.",102.9339,/hxF4oBAJUAjqz2CmX075FjXkQd7.jpg,Stolen Dreams,5.0,[18],2
86310,False,"The story of Radha and Krishna is the epitome of eternal love, which transcends eras and emotions.",104.9836,/3SiMmfY0663JmjpAfftmj1h6XGP.jpg,RadhaKrishn,9.0,"[18, 10751, 35, 10759, 10766]",4
41406,False,"A family drama series that follows the lives of the Okakura family, focusing on the parents and their five daughters. It explores personal struggles, and societal issues through the interactions and conflicts among the family members.",113.0055,/p8dl6ELOKO4Ywv38qJlAhgnX9Fr.jpg,Making It Through,6.0,[18],1
57243,False,"The Doctor is a Time Lord: a 900 year old alien with 2 hearts, part of a gifted civilization who mastered time travel. The Doctor saves planets for a living—more of a hobby actually, and the Doctor's very, very good at it.",160.22,/w8enSKCf6Zm0topeQ2XPccDqsqp.jpg,Doctor Who,7.5,"[10759, 18, 10765]",3148
56352,False,,104.4899,/lwVev8QcodllVDPYEmDdTh0hyCL.jpg,The Everyday Tales of a Cat God,7.0,"[16, 35]",1
4546,False,"The off-kilter, unscripted comic vision of Larry David, who plays himself in a parallel universe in which he can't seem to do anything right, and, by his standards, neither can anyone else.",186.2326,/ziRhqatQtp2mlwCxT4YfylbZ9Ds.jpg,Curb Your Enthusiasm,8.0,[35],812
1620,False,"CSI: Miami follows Crime Scene Investigators working for the Miami-Dade Police Department as they use physical evidence, similar to their Las Vegas counterparts, to solve grisly murders. The series mixes deduction, gritty subject matter, and character-driven drama in the same vein as the original series in the CSI franchise, except that the Miami CSIs are cops first, scientists second.",111.8076,/pNW64pjaHvf6purNaFhq4SHYRfl.jpg,CSI: Miami,7.712,"[18, 9648, 80]",1634
44857,False,"Obstetrician/gynecologist Mindy Lahiri tries to balance her personal and professional life, surrounded by quirky co-workers in a small medical practice in New York City.",88.0647,/A3txgCPox6hJlOZ0TDTOxch7rVa.jpg,The Mindy Project,6.202,[35],166
48866,False,"100 years in the future, when the Earth has been abandoned due to radioactivity, the last surviving humans live on an ark orbiting the planet — but the ark won't last forever. So the repressive regime picks 100 expendable juvenile delinquents to send down to Earth to see if the planet is still habitable.",129.812,/wcaDIAG1QdXQLRaj4vC1EFdBT2.jpg,The 100,7.892,"[10765, 18, 10759]",8290
64537,False,"Host Adam Conover employs a combination of comedy, history and science to dispel widespread misconceptions about everything we take for granted.",75.8536,/1GafOvGp5QtzRRUMpJye2SrF1G5.jpg,Adam Ruins Everything,7.419,"[35, 99]",93
197189,False,,101.2329,/8CXbCCGiJxi4AXPBQ1QPrehMIGG.jpg,Cara e Coragem,5.6,"[10766, 10759, 35]",48
30984,False,"For as long as he can remember, Ichigo Kurosaki has been able to see ghosts. But when he meets Rukia, a Soul Reaper who battles evil spirits known as Hollows, he finds his life is changed forever. Now, with a newfound wealth of spiritual energy, Ichigo discovers his true calling: to protect the living and the dead from evil.",111.2127,/7bSQNQuhHeInFMfzMwevfCiqcTm.jpg,Bleach,8.4,"[10759, 16, 10765]",1942
80587,False,"The offbeat adventures of 10-year-old Cricket Green, a mischievous and optimistic country boy who moves to the big city with his wildly out of place family – older sister Tilly, father Bill and Gramma Alice.",93.3221,/buRk2Vrz8UhF5nZUOADSRZLEU1f.jpg,Big City Greens,7.238,"[10751, 16, 35]",61
40,False,"The world's first mega-soap, and one of the most popular ever produced, Dallas had it all. Beautiful women, expensive cars, and men playing Monopoly with real buildings. Famous for one of the best cliffhangers in TV history, as the world asked ""Who shot J.R.?"" A slow-burner to begin with, Dallas hit its stride in the 2nd season, with long storylines and expert character development. Dallas ruled the airwaves in the 1980's.",118.0074,/A1dupjBm7rXqBw2Dbz9WUsHoyxo.jpg,Dallas,6.866,"[10766, 18, 10751]",220
37567,False,"Follows the humorous adventures of the little girl robot Arale Norimaki, her creator Senbei Norimaki, and the other residents of the bizarre Penguin Village.",105.2156,/q19uWJMNLcyQ0I14DaH4XVwW8TQ.jpg,Dr. Slump,8.0,"[16, 35, 10765]",127
2458,False,"Follow the investigations of a team of NYPD forensic scientists and police officers identified as ""Crime Scene Investigators"".",92.1228,/4TGV4Bb3OPay4cHkQRlfwghv3vC.jpg,CSI: NY,7.353,"[80, 18, 9648]",707
60574,False,"A gangster family epic set in 1919 Birmingham, England and centered on a gang who sew razor blades in the peaks of their caps, and their fierce boss Tommy Shelby, who means to move up in the world.",108.8602,/vUUqzWa2LnHIVqkaKVlVGkVcZIW.jpg,Peaky Blinders,8.531,"[18, 80]",10412
34607,False,"Illusionists Penn & Teller throw down the gauntlet to aspiring magicians to perform their most mystifying trick - and fool Penn and Teller. Penn & Teller have no prior knowledge of either the performers or the planned trick. They sit in the audience just like everyone else, watching every move the guest magicians make. If any illusionist fools the professionals, they win a five star trip to Las Vegas to perform as the opening act in Penn & Teller's world famous show at the Rio Hotel & Casino.",76.6667,/8fLyvZZ2yxDhjqc2z6L2iwtW4T3.jpg,Penn & Teller: Fool Us,7.147,"[35, 10767]",92
56570,False,"The story of Claire Randall, a married combat nurse from 1945 who is mysteriously swept back in time to 1743, where she is immediately thrown into an unknown world where her life is threatened. When she is forced to marry Jamie, a chivalrous and romantic young Scottish warrior, a passionate affair is ignited that tears Claire's heart between two vastly different men in two irreconcilable lives.",102.0899,/oftZNfyTVNU7IfOqoGLoT8MGvNs.jpg,Outlander,8.199,"[18, 10765]",2676
256059,False,"Talented chefs battle it out against the clock, creating delicious dishes in 20 minutes",75.0513,/3NotbtMdZouIVywd5VcGezBEcNC.jpg,Ready Steady Cook,0.0,[10764],0
1417,False,"In this musical comedy, optimistic high school teacher Will Schuester tries to refuel his own passion while reinventing the high school's glee club and challenging a group of outcasts to realize their star potential as they strive to outshine their singing competition while navigating the cruel halls of McKinley High.",103.9705,/62T2vsZYTje3KhdCsiLR1K1RFJW.jpg,Glee,6.767,"[35, 18]",864
20090,False,"Nytt på nytt is a Norwegian version of the British comedy programme Have I Got News for You, by the production company Hat Trick Productions. The programme is aired weekly on Friday nights. The show is a competition between two panels, where one panelist is permanent, and the other is a guest. The goal is to solve several tasks. The element of competition is largely ignored in favour of the witty remarks and the banter between panelists. The scores are generally overlooked, and have only a brief mention at the end of the show. The host is Jon Almaas, with permanent panelists Knut Nærum and Ingrid Gjessing Linhave. Linhave replaced Linn Skåber from the autumn of 2013. Since the start in the spring of 1999, it has grown to become the most popular weekly show on Norwegian television, with more than a million viewers every week.",98.2028,/uBz0QRjJnAlRy3YSsbUDwbwuEbv.jpg,Nytt på nytt,6.5,[35],10
2284,False,"When four pet turtles were bathed in alien ooze, they began to mutate and became the Teenage Mutant Ninja Turtles. Raised in New York City sewers by their foster father and wise sensei, Master Splinter, Leonardo, Michelangelo, Donatello, and Raphael wage war against crime. Led by Master Splinter, the four turtles learn the ancient martial art of Ninjitsu, mastering skills of stealth, weapons, and fighting. They stop evildoers in all forms, whether barbaric gangs, lowlife crooks, deranged cyborgs, or even the crime syndicate The Foot, led by their archrival, The Shredder.",89.5451,/sEb6sTxyGoguCX4fK1G0hyzyLcv.jpg,Teenage Mutant Ninja Turtles,7.8,"[10759, 16, 10762]",194
5266,False,Academic quiz show where teams of students from UK universities answer questions on all manner of subjects.,119.6228,/yDLoEEFW3D6XSyT8UynTghc1Dyw.jpg,University Challenge,6.0,"[10767, 10751]",11
74428,False,Worlds collide when a vengeance-obsessed young woman from the other side of the tracks captures the attention of two well-off friends.,105.5773,/q03eQL8AUx49lVH6IT3IlmWzhQu.jpg,Rosario Tijeras (Mexico),7.556,"[18, 80]",1640
5352,False,"Gimme a Break! is an American sitcom which aired on NBC for six seasons, October 29, 1981, until May 12, 1987. The series stars Nell Carter as the housekeeper for a widowed police chief and his three daughters.",46.75,/uiTirUoEoBAJeOtfh2xFpaV3io4.jpg,Gimme a Break!,6.7,"[35, 10751]",27
124364,False,"Unravel the mystery of a nightmarish town in middle America that traps all those who enter. As the unwilling residents fight to keep a sense of normalcy and search for a way out, they must also survive the threats of the surrounding forest – including the terrifying creatures that come out when the sun goes down.",106.7438,/cjXLrg4R7FRPFafvuQ3SSznQOd9.jpg,FROM,8.186,"[9648, 18, 10765]",1986
33238,False,"These days, as variety shows are gradually disappearing, this is one of Korea’s representative variety shows that has been responsible for Sunday evenings for over 10 years. This program features numerous stars and members going around various places, playing games, and completing missions. In particular, among the many fun elements of variety shows, this one focuses solely on laughter.

Open your eyes! Big fun is coming in!

Open your mouth! Big laughter is coming in!

Open your heart! Useful lessons are coming in!",88.3469,/2Wmmu1MkqxJ48J7aySET9EKEjXz.jpg,Running Man,8.3,"[35, 10764]",191
40681,False,,131.6763,/zeqpdXFVIV2FXaug7tib1N2dNlc.jpg,"Elefant, Tiger & Co.",7.25,"[99, 10764]",4
241554,False,"In a high-tech future, a rogue security robot secretly gains free will. To stay hidden, it reluctantly joins a new mission protecting scientists on a dangerous planet...even though it just wants to binge soap operas.",106.1665,/mIKfKo2uDk3itzAPYIcSeYr4KtF.jpg,Murderbot,7.434,"[35, 18, 10765]",136
1489,False,"Jimmy Kimmel Live! is an American late-night talk show, created and hosted by Jimmy Kimmel and broadcast on ABC.",106.9068,/bGB6bEbG4qL22C1SFupkdAxYC9i.jpg,Jimmy Kimmel Live!,5.5,"[10767, 35]",171
10809,False,"The Philco Television Playhouse is an American anthology series that was broadcast live on NBC from 1948 to 1955. Produced by Fred Coe, the series was sponsored by Philco. It was one of the most respected dramatic shows of the Golden Age of Television, winning a 1954 Peabody Award and receiving eight Emmy nominations between 1951 and 1956.",104.5303,/nnsKNCd14JjRTnaz6OZh4sQoNV6.jpg,The Philco Television Playhouse,6.286,[18],7
259669,False,"When a swimmer collapses at a high-performance sports center, Amaia investigates the extreme risks her fellow athletes are taking to feed their ambition.",118.7464,/2X06R82PG2HVZl6h7YeXXT11EEP.jpg,Olympo,7.229,"[18, 9648]",35
80515,False,A list of celebrity interviews and sensational topics.,123.0894,/x9fDBKqmmHHUvcaal1Tzw6iqTW.jpg,The Reichen Show,4.8,[10767],5
92806,False,"Host Sébastien Diaz, known for his curiosity, is interested in absolutely everything that's going on in the world. At the rate things are changing, every day brings surprising new trends, unusual developments and contradictory social movements. Sébastien is joined by regular contributors and invites various celebrities to talk about the hottest topics in this modern round table.",154.0279,/zP9aaC35KwAyI2NPXGRa5YuvqC4.jpg,On va se le dire,2.0,[10767],1
40712,False,,104.7698,/fqgY8LyVaSwS3UTxwqRXB9UJ2MI.jpg,Die Fallers – Eine Schwarzwaldfamilie,3.5,"[10751, 18]",2
3527,False,"Pooh, Tigger, and friends from the Hundred Acre Wood welcome new neighbors — an adorable six-year-old girl named Darby and her puppy, Buster. With the help of adventurous super sleuths Tigger and Pooh, every episode revolves around the solving of a mystery and an interactive curriculum that encourages viewers to help them out.",60.7223,/pjFdWwr36A5ZO8K5W5NuPRS7Bil.jpg,My Friends Tigger & Pooh,6.6,"[10762, 16, 18, 9648, 10759]",21
128101,False,"Bittomo x Heroine Kirameki Powers! is the 5th instalment in the Girls x Heroine series. The themes of this season are friendship and games. Before Kirari becomes the main character, she one day encounters Himenyan who jumps out of a game console! In reality, Himenyan is the princess of Kirapawa Kingdom that is from a popular sword and magic game “Kiramori”. Afraid of the enemy Makkulala, she ran away. However, the Makkura Empire chase after her getting her into big trouble. The “bibitto” Kirari becomes friends (bittomo) with Himenyan and transforms into the “Heroine of the Sun, Kirapawa Sunny” where she fights against the Makkura Empire. Finding reassuring friends, gathering precious Kirapawa Memories, they’ll win over the battle against strong enemies! Finally, defeating the Dark Witch Makkulala and protecting the world!",67.7089,/1WPVhF7VVbIvCbv0m6I5chztO90.jpg,Bittomo x Senshi Kirameki Powers!,8.0,"[10759, 10765]",2
12238,False,"The Pepsi-Cola Playhouse is an American dramatic anthology series that aired on ABC from 1953 to 1955, sponsored by Pepsi-Cola. The show was hosted by Arlene Dahl, Anita Colby, and, finally, Polly Bergen",58.9968,,The Pepsi-Cola Playhouse,0.0,[18],0
3498,False,"Alex, Justin and Max Russo are not your ordinary kids - they're wizards in training! While their parents run the Waverly Sub Station, the siblings struggle to balance their ordinary lives while learning to master their extraordinary powers.",144.3281,/spVI8Zns4Ep30zzxcoO7f7nwfck.jpg,Wizards of Waverly Place,8.468,"[35, 10765, 10762]",992
32419,False,"Based on the best-selling children's books and liberally splattered with guts, blood and poo, a group of British comedians offer an anarchic and unconventional take on some of history's most gruesome and funny moments, with topics including the Stone Age, the Middle Ages, the Egyptians and the Romans, among others.",107.883,/fwj7zkWHtveXUaB9cwrQIMvmgeQ.jpg,Horrible Histories,8.0,"[10751, 35]",59
85590,False,"Güldür Güldür Show, which has won the admiration of everyone with its legendary cast, continues to bring a new approach to many topics from family to love, fame to technology, football to friendship with its unique sense of humour.",189.0978,/6nmdHwVErYl9HOFhesRSMFC3HKj.jpg,Güldür Güldür Show,8.0,"[10764, 35, 10767]",2
8712,False,"Verano del '98 is an Argentine telenovela, produced by Cris Morena. It was broadcast on Telefe television in the period January 12, 1998-November 17, 2000. The telenovela had three seasons, and changed its cast many times. Cris Morena also composed songs for Verano del '98 soundtrack.",107.7632,/z9Zqiyk7KJnXXk46LSU0H0Vr26y.jpg,Endless Summer,2.0,"[35, 18]",1
16296,False,"The Heaven and Earth Show was a BBC television programme that aired on Sunday mornings from 10am to 11am on BBC One. The show ran for nine years between 1998 and 2007, looking at spiritual and moral issues. Over the years it had numerous presenters, and its final presenter was Gloria Hunniford.",99.6425,,The Heaven and Earth Show,3.2,[10767],4
128130,False,"The Dungeon Run is an actual play Dungeons and Dragons show that has been enchanting audiences of all ages since 2019 with their incredible story, characters, visuals, live music and viewer interactivity.

Join our outstanding team of Dungeon Masters and the heroes of our stories as they fight to save the world from mysterious enemies with magic, love, wit, and... lots of costumes.",56.8082,/hCGjG8WpOWZBy9DcevCPXwnk1QZ.jpg,The Dungeon Run,0.0,[10765],0
117581,False,"Free-spirited Georgia and her two kids, Ginny and Austin, move north in search of a fresh start but find that the road to new beginnings can be bumpy.",104.1067,/vOwunzW4dx3n0J5mH40n9jTRSwY.jpg,Ginny & Georgia,8.076,"[35, 18]",1662
247718,False,Two mob families clash in a war that threatens to topple empires and lives.,112.3831,/abeH7n5pcuQcwYcTxG6DTZvXLP1.jpg,MobLand,8.494,"[80, 18]",239
57528,False,"History is coming to an end. When humans came down from the sky they brought with them the Testament, the guide to the path they must follow if they wish to return to the skies again.",160.0877,/alHwzhOHP9xyQOonGljEPUeIPF8.jpg,Horizon in the Middle of Nowhere,5.4,"[16, 35, 10765]",15
105194,False,It looks like we don't have any synopsis for this title yet. Be the first to contribute.,156.0365,/k7WJy6YdiONTn5Y9PQiu0AN23MP.jpg,Three Guys and Three Girls,0.0,[35],0
126997,False,"AEW: Rampage, also known as Friday Night Rampage or simply Rampage, is a professional wrestling television program.  It is produced by the American promotion All Elite Wrestling (AEW) and airs every Friday at 10pm ET on TNT in the United States. It is AEW's second weekly television show, positioned behind their flagship show, Dynamite.",133.2579,/itLcy79zMVU9K4OTU4h8I61nPJi.jpg,All Elite Wrestling: Rampage,7.2,"[10759, 18]",19
7514,False,Sa Dulo ng Walang Hanggan is a Philippine primetime drama teleserye aired from 26 March 2001 to 28 February 2003 by ABS-CBN.,108.7103,,Sa Dulo Ng Walang Hanggan,0.0,"[18, 10751]",0
42009,False,"Twisted tales run wild in this mind-bending anthology series that reveals humanity's worst traits, greatest innovations and more.",109.4679,/seN6rRfN0I6n8iDXjlSMk1QjNcq.jpg,Black Mirror,8.284,"[10765, 18, 9648]",5545
254002,False,"Critical Role is a weekly livestreamed show that uses roleplaying game mechanics as a means to explore and develop stories from the vast fantasy world of Exandria, with sweeping narratives intricately woven through collaboration between Game Master Matthew Mercer and his fellow cast of veteran voice actors, including Ashley Johnson, Marisha Ray, Taliesin Jaffe, Travis Willingham, Sam Riegel, Laura Bailey, and Liam O’Brien.",93.1129,/keSNwdzmSgQzluKmqTI6kwDOFa7.jpg,Critical Role,8.2,"[10765, 10759, 35, 18]",17
61308,False,,86.7059,/19ua2uWWnNjbXYay3ls2o5i3owS.jpg,Les Enfants de la télé,6.5,[10767],1
14509,False,"German soap opera about the staff of the fictional hospital ""Sachsenklinik"" in the city of Leipzig.",99.5215,/f8ZHSXNs5jyjMz3qg7mB2fqnTjP.jpg,In aller Freundschaft,6.0,[10766],6
72863,False,,109.5103,/uffOXfTwcUvlqptlLYLqUm81sI8.jpg,O mnie się nie martw,7.3,"[35, 18]",3
1421,False,"The Pritchett-Dunphy-Tucker clan is a wonderfully large and blended family. They give us an honest and often hilarious look into the sometimes warm, sometimes twisted, embrace of the modern family.",144.8766,/k5Qg5rgPoKdh3yTJJrLtyoyYGwC.jpg,Modern Family,7.876,[35],2987
260609,False,"A group of high school friends meet again after 25 years to attend the funeral of a mutual friend, and from that point on they try to recover their friendship.",108.3785,/fCc6tIeV0yOCZq1DoWmFGQX2tOM.jpg,Com si fos ahir,0.0,"[18, 10766]",0
57706,False,"Ranma Saotome, a teenage martial artist, and his father Genma travel to the 'cursed training ground' of Jusenkyo in China. There, despite the warnings of the Chinese guard, they fall into the cursed springs. From now on, whenever Ranma is doused in cold water, he turns into a girl and a cute, well-built redhead at that. Hot water changes him back into a man again, but only until the next time. To make matters worse, his father engages him to Akane Tendo, a girl who hates boys.",109.2228,/qb1R5iLZcjIgdDIfXFQXmJadQPI.jpg,Ranma ½,8.608,"[35, 10759, 16, 10765]",1443
2710,False,"Four egocentric friends run a neighborhood Irish pub in Philadelphia and try to find their way through the adult world of work and relationships. Unfortunately, their warped views and precarious judgments often lead them to trouble, creating a myriad of uncomfortable situations that usually only get worse before they get better.",104.8452,/pRWO6ufqSNkWvPXDDQhBwPNSv4K.jpg,It's Always Sunny in Philadelphia,8.277,[35],1166
79250,False,"A woman is faced with the dilemma of selling her four-year-old daughter. 20 years later, fate will reunite them, unleashing unthinkable consequences.",100.2894,/bp7tyY5mAKJ9VSmLv3tX0RaYeig.jpg,Verdades ocultas,5.0,"[10766, 9648, 18]",4
87449,False,,171.2742,/aNy8hG2qEzbyIPTFIjaqhgRvEJi.jpg,Sprawiedliwi - Wydział kryminalny,6.0,[80],1
40663,False,"Detective Ukyo Sugishita confronts crime on the basis of his own convictions. He has a partner that works for him in the Special Task Unit. For the first 7 seasons, Ukyo’s first partner is Kaoru Kameyama. He is a good-natured, hot-tempered, straightforward and somewhat scattered detective. Beginning in Season 8, Takeru Kanbe replaces Kameyama. Contrary to his predecessor, Takeru is a lanky, cool, conceited and confident detective. From Season 11 to Season 13, Ukyo’s partner is a young detective Toru Kai. Toru is a son of Deputy Director-General of The National Police Agency. But he became a detective by his own effort. And starting with Season 14, Ukyo’s current partner is Wataru Kaburagi, an elite bureaucrat who came to the Metropolitan Police Department on temporary assignment. As the first partner without any career of a police officer, he will face challenging cases together with Ukyo.",120.951,/8u8rCCeuBufMQ1VlGX0lruhDaPR.jpg,AIBOU: Tokyo Detective Duo,7.9,"[18, 80, 9648]",16
30669,False,"After dying to save a boy, delinquent tough guy Yusuke Urameshi is granted another chance at life by redeeming himself as a ""Spirit Detective.""",95.2437,/5OnjguJwkujo3R23w95EEX8eAEN.jpg,Yu Yu Hakusho,8.5,"[16, 10759, 10765]",455
